IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
LKE,,Kenmore Air Harbor Seaplane Base (Lake Union),Other public-use airports (not listed in NPIAS),,Washington,Seattle (Lake Union)
,,Seattle Seaplanes Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Seattle
,,Sekiu Airport,Other public-use airports (not listed in NPIAS),,Washington,Sekiu
SQV,,Sequim Valley Airport,Other public-use airports (not listed in NPIAS),,Washington,Sequim
,,Apex Airpark,Other public-use airports (not listed in NPIAS),,Washington,Silverdale
,,Skykomish State Airport,Other public-use airports (not listed in NPIAS),,Washington,Skykomish
,,Willapa Harbor Airport,Other public-use airports (not listed in NPIAS),,Washington,South Bend / Raymond
,,Shady Acres Airport,Other public-use airports (not listed in NPIAS),,Washington,Spanaway
,,Spanaway Airport (Spanaway Airpark),Other public-use airports (not listed in NPIAS),,Washington,Spanaway
,,Little Goose Lock and Dam Airport (was Little Goose State Airport),Other public-use airports (not listed in NPIAS),,Washington,Starbuck
,,Stehekin State Airport,Other public-use airports (not listed in NPIAS),,Washington,Stehekin
,,Sky Harbor Airport,Other public-use airports (not listed in NPIAS),,Washington,Sultan
,,American Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Tacoma
,,Willard Field,Other public-use airports (not listed in NPIAS),,Washington,Tekoa
,,Tonasket Municipal Airport,Other public-use airports (not listed in NPIAS),,Washington,Tonasket
,,Twisp Municipal Airport,Other public-use airports (not listed in NPIAS),,Washington,Twisp
,,Fly For Fun Airport,Other public-use airports (not listed in NPIAS),,Washington,Vancouver
,,Page Airport,Other public-use airports (not listed in NPIAS),,Washington,Walla Walla
,,Warden Airport (New Warden Airport),Other public-use airports (not listed in NPIAS),,Washington,Warden
,,Waterville Airport,Other public-use airports (not listed in NPIAS),,Washington,Waterville
,,Westport Airport,Other public-use airports (not listed in NPIAS),,Washington,Westport
,,Wilson Creek Airport,Other public-use airports (not listed in NPIAS),,Washington,Wilson Creek
,,Woodland State Airport,Other public-use airports (not listed in NPIAS),,Washington,Woodland
,KNRA,NOLF Coupeville,Other military airports,,Washington,Coupeville
NUW,KNUW,NAS Whidbey Island (Ault Field),Other military airports,,Washington,Oak Harbor
,KNOW,Coast Guard Air Station Port Angeles,Other military airports,,Washington,Port Angeles
SKA,KSKA,Fairchild Air Force Base,Other military airports,,Washington,Spokane
TCM,KTCM,McChord Field (Joint Base Lewis–McChord) (was McChord Air Force Base),Other military airports,,Washington,Tacoma
GRF,KGRF,Gray Army Airfield (Fort Lewis),Other military airports,,Washington,Tacoma
FCT,KFCT,Vagabond Army Airfield (Yakima Training Center),Other military airports,,Washington,Yakima
,,Selah Airstrip (Yakima Training Center),Other military airports,,Washington,Yakima
BYW,,Blakely Island Airport,Notable private-use airports,,Washington,Blakely Island
CWS,,Center Island Airport,Notable private-use airports,,Washington,Center Island
,,Seaplane Landing Area,Notable private-use airports,,Washington,Chelan
,,Decatur Shores Airport,Notable private-use airports,,Washington,Decatur Island
,,Decatur (Jones) Airport,Notable private-use airports,,Washington,Decatur Island
LPS,,Fishermans Bay/LPS Seaplane Base,Notable private-use airports,,Washington,Lopez Island
,,Frontier Airpark,Notable private-use airports,,Washington,Marysville
,,Wings for Christ Airport,Notable private-use airports,,Washington,Omak
,,Port Orchard Airport,Notable private-use airports,,Washington,Port Orchard
RCE,,"Roche Harbor Airport (formerly public-use, FAA: 9S1)",Notable private-use airports,,Washington,Roche Harbor
,,Lake Union Heliport,Notable private-use airports,,Washington,Seattle
,,Diamond Point Airstrip,Notable private-use airports,,Washington,Sequim
SSW,,Stuart Island Airpark,Notable private-use airports,,Washington,Stuart Island
,,Trout Lake Airport,Notable private-use airports,,Washington,Trout Lake
WSX,,Westsound/WSX Seaplane Base,Notable private-use airports,,Washington,Westsound
,,"Western Airpark (formerly public-use, FAA: 92W)",Notable private-use airports,,Washington,Yelm
,,J-Z Airport (closed 2008?) [2],Notable former airports,,Washington,Almira
,,Bellevue Airfield (closed 1983) [3],Notable former airports,,Washington,Bellevue
BWS,,Blaine Municipal Airport (closed 2008) [4],Notable former airports,,Washington,Blaine
,,Martha Lake Airport (closed 2000) [5],Notable former airports,,Washington,Martha Lake
,,Evergreen Field (closed 2006) [6],Notable former airports,,Washington,Vancouver
CRW,KCRW,Yeager Airport,Commercial service – primary airports,P-N,West_Virginia,Charleston
CKB,KCKB,North Central West Virginia Airport (was Harrison-Marion Regional),Commercial service – primary airports,P-N,West_Virginia,Clarksburg
HTS,KHTS,Tri-State Airport (Milton J. Ferguson Field),Commercial service – primary airports,P-N,West_Virginia,Huntington
BKW,KBKW,Raleigh County Memorial Airport,Commercial service – nonprimary airports,CS,West_Virginia,Beckley
LWB,KLWB,Greenbrier Valley Airport,Commercial service – nonprimary airports,CS,West_Virginia,Lewisburg
MGW,KMGW,Morgantown Municipal Airport (Walter L. Bill Hart Field),Commercial service – nonprimary airports,CS,West_Virginia,Morgantown
PKB,KPKB,Mid-Ohio Valley Regional Airport,Commercial service – nonprimary airports,CS,West_Virginia,Parkersburg
MRB,KMRB,Eastern West Virginia Regional Airport,Reliever airports,R,West_Virginia,Martinsburg
BLF,KBLF,Mercer County Airport,General aviation airports,GA,West_Virginia,Bluefield
,,Upshur County Regional Airport,General aviation airports,GA,West_Virginia,Buckhannon
EKN,KEKN,Elkins-Randolph County Airport (Jennings Randolph Field),General aviation airports,GA,West_Virginia,Elkins
,,Fairmont Municipal Airport (Frankman Field),General aviation airports,GA,West_Virginia,Fairmont
,,Logan County Airport,General aviation airports,GA,West_Virginia,Logan
,KMPG,Marshall County Airport,General aviation airports,GA,West_Virginia,Moundsville
PGC,,Grant County Airport,General aviation airports,GA,West_Virginia,Petersburg
,,Philippi/Barbour County Regional Airport,General aviation airports,GA,West_Virginia,Philippi
,,Wyoming County Airport (Kee Field),General aviation airports,GA,West_Virginia,Pineville
,,Mason County Airport,General aviation airports,GA,West_Virginia,Point Pleasant
,,Jackson County Airport,General aviation airports,GA,West_Virginia,Ravenswood
,KSXL,Summersville Airport (Gerald L. Rader Field),General aviation airports,GA,West_Virginia,Summersville
,,Braxton County Airport,General aviation airports,GA,West_Virginia,Sutton
HLG,KHLG,Wheeling Ohio County Airport,General aviation airports,GA,West_Virginia,Wheeling
,KEBD,Southern West Virginia Regional Airport,General aviation airports,GA,West_Virginia,Williamson
,,Titus Field,Other public-use airports (not listed in NPIAS),,West_Virginia,Arthurdale
,,Potomac Airpark,Other public-use airports (not listed in NPIAS),,West_Virginia,Berkeley Springs
,,Robert Newlon Field,Other public-use airports (not listed in NPIAS),,West_Virginia,Huntington
,,Leon Airport,Other public-use airports (not listed in NPIAS),,West_Virginia,Leon
,,Ona Airpark,Other public-use airports (not listed in NPIAS),,West_Virginia,Milton
,,Herron Airport,Other public-use airports (not listed in NPIAS),,West_Virginia,New Cumberland
,,P.W. Johnson Memorial Airport,Other public-use airports (not listed in NPIAS),,West_Virginia,New Martinsville
,,Simpson Airport,Other public-use airports (not listed in NPIAS),,West_Virginia,Philippi
,,Richwood Municipal Airport,Other public-use airports (not listed in NPIAS),,West_Virginia,Richwood
,,Wade F. Maley Field,Other public-use airports (not listed in NPIAS),,West_Virginia,Shinnston
,KUSW,Boggs Field (formerly FAA: 14P),Other public-use airports (not listed in NPIAS),,West_Virginia,Spencer
,,Welch Municipal Airport,Other public-use airports (not listed in NPIAS),,West_Virginia,Welch
CBE,KCBE,Greater Cumberland Regional Airport[nb 1],Other public-use airports (not listed in NPIAS),,West_Virginia,"Wiley Ford / Cumberland, MD"
,,Dawson Army Airfield (at Camp Dawson),Other military airports,,West_Virginia,Kingwood
GWV,,Glendale Fokker Field [1],Notable private-use airports,,West_Virginia,Glendale
,,Hinton-Alderson Airport,Notable private-use airports,,West_Virginia,Pence Springs
,,"Louis Bennett Field (formerly public-use, FAA: 49I)",Notable private-use airports,,West_Virginia,Weston
,,Roy Airfield (closed 2005?) [2],Notable former airports,,West_Virginia,Grafton
,,Weirton Airport (closed 1974) [3],Notable former airports,,West_Virginia,Weirton
ATW,KATW,Appleton International Airport,Commercial service – primary airports,P-S,Wisconsin,Appleton / Fox Cities
EAU,KEAU,Chippewa Valley Regional Airport,Commercial service – primary airports,P-N,Wisconsin,Eau Claire
GRB,KGRB,Green Bay–Austin Straubel International Airport,Commercial service – primary airports,P-N,Wisconsin,Green Bay
LSE,KLSE,La Crosse Regional Airport,Commercial service – primary airports,P-N,Wisconsin,La Crosse
MSN,KMSN,Dane County Regional Airport (Truax Field),Commercial service – primary airports,P-S,Wisconsin,Madison
MKE,KMKE,Milwaukee Mitchell International Airport,Commercial service – primary airports,P-M,Wisconsin,Milwaukee
CWA,KCWA,Central Wisconsin Airport,Commercial service – primary airports,P-N,Wisconsin,Mosinee
RHI,KRHI,Rhinelander–Oneida County Airport,Commercial service – primary airports,P-N,Wisconsin,Rhinelander
,,Capitol Airport,Reliever airports,R,Wisconsin,Brookfield
ENW,KENW,Kenosha Regional Airport,Reliever airports,R,Wisconsin,Kenosha
MWC,KMWC,Lawrence J. Timmerman Airport,Reliever airports,R,Wisconsin,Milwaukee
RAC,KRAC,Batten International Airport,Reliever airports,R,Wisconsin,Racine
UES,KUES,Waukesha County Airport (Crites Field),Reliever airports,R,Wisconsin,Waukesha
ETB,KETB,West Bend Municipal Airport,Reliever airports,R,Wisconsin,West Bend
AHH,KAHH,Amery Municipal Airport,General aviation airports,GA,Wisconsin,Amery
,KAIG,Langlade County Airport,General aviation airports,GA,Wisconsin,Antigo
ASX,KASX,John F. Kennedy Memorial Airport,General aviation airports,GA,Wisconsin,Ashland
,KDLL,Baraboo–Wisconsin Dells Airport,General aviation airports,GA,Wisconsin,Baraboo / Wisconsin Dells
,KBCK,Black River Falls Area Airport,General aviation airports,GA,Wisconsin,Black River Falls
,KOVS,Boscobel Airport,General aviation airports,GA,Wisconsin,Boscobel
,,Boyceville Municipal Airport,General aviation airports,GA,Wisconsin,Boyceville
,KBUU,Burlington Municipal Airport,General aviation airports,GA,Wisconsin,Burlington
,,Cable Union Airport,General aviation airports,GA,Wisconsin,Cable
CLI,KCLI,Clintonville Municipal Airport,General aviation airports,GA,Wisconsin,Clintonville
,,Crandon Municipal Airport,General aviation airports,GA,Wisconsin,Crandon
,,Crivitz Municipal Airport,General aviation airports,GA,Wisconsin,Crivitz
,KUBE,Cumberland Municipal Airport,General aviation airports,GA,Wisconsin,Cumberland
EGV,KEGV,Eagle River Union Airport,General aviation airports,GA,Wisconsin,Eagle River
,,East Troy Municipal Airport,General aviation airports,GA,Wisconsin,East Troy
,,Ephraim–Gibraltar Airport,General aviation airports,GA,Wisconsin,Ephraim
FLD,KFLD,Fond du Lac County Airport,General aviation airports,GA,Wisconsin,Fond du Lac
,,Fort Atkinson Municipal Airport,General aviation airports,GA,Wisconsin,Fort Atkinson
,,Adams County Airport (Legion Field),General aviation airports,GA,Wisconsin,Friendship / Adams
GTG,KGTG,Grantsburg Municipal Airport,General aviation airports,GA,Wisconsin,Grantsburg
,KHXF,Hartford Municipal Airport,General aviation airports,GA,Wisconsin,Hartford
HYR,KHYR,Sawyer County Airport,General aviation airports,GA,Wisconsin,Hayward
JVL,KJVL,Southern Wisconsin Regional Airport,General aviation airports,GA,Wisconsin,Janesville
UNU,KUNU,Dodge County Airport,General aviation airports,GA,Wisconsin,Juneau
,,Major Gilbert Field Airport,General aviation airports,GA,Wisconsin,La Pointe
,KRCX,Rusk County Airport,General aviation airports,GA,Wisconsin,Ladysmith
,,Lancaster Municipal Airport,General aviation airports,GA,Wisconsin,Lancaster
,KLNL,Kings Land O' Lakes Airport,General aviation airports,GA,Wisconsin,Land O' Lakes
LNR,KLNR,Tri-County Regional Airport,General aviation airports,GA,Wisconsin,Lone Rock
,,Manitowish Waters Airport,General aviation airports,GA,Wisconsin,Manitowish Waters
MTW,KMTW,Manitowoc County Airport,General aviation airports,GA,Wisconsin,Manitowoc
MFI,KMFI,Marshfield Municipal Airport,General aviation airports,GA,Wisconsin,Marshfield
MDF,KMDZ,Taylor County Airport,General aviation airports,GA,Wisconsin,Medford
,KLUM,Menomonie Municipal Airport (Score Field),General aviation airports,GA,Wisconsin,Menomonie
RRL,KRRL,Merrill Municipal Airport,General aviation airports,GA,Wisconsin,Merrill
,,Middleton Municipal Airport (Morey Field),General aviation airports,GA,Wisconsin,Middleton
,KMRJ,Iowa County Airport,General aviation airports,GA,Wisconsin,Mineral Point
,KEFT,Monroe Municipal Airport,General aviation airports,GA,Wisconsin,Monroe
,KVIQ,Neillsville Municipal Airport,General aviation airports,GA,Wisconsin,Neillsville
,,New Holstein Municipal Airport,General aviation airports,GA,Wisconsin,New Holstein
,,Mauston–New Lisbon Union Airport,General aviation airports,GA,Wisconsin,New Lisbon
RNH,KRNH,New Richmond Regional Airport,General aviation airports,GA,Wisconsin,New Richmond
,KOCQ,J. Douglas Bake Memorial Airport,General aviation airports,GA,Wisconsin,Oconto
OEO,KOEO,L.O. Simenstad Municipal Airport,General aviation airports,GA,Wisconsin,Osceola
OSH,KOSH,Wittman Regional Airport,General aviation airports,GA,Wisconsin,Oshkosh
,,Palmyra Municipal Airport,General aviation airports,GA,Wisconsin,Palmyra
PKF,KPKF,Park Falls Municipal Airport,General aviation airports,GA,Wisconsin,Park Falls
,KPBH,Price County Airport,General aviation airports,GA,Wisconsin,Phillips
,KPVB,Platteville Municipal Airport,General aviation airports,GA,Wisconsin,Platteville
,,Portage Municipal Airport,General aviation airports,GA,Wisconsin,Portage
PCD,KPDC,Prairie du Chien Municipal Airport,General aviation airports,GA,Wisconsin,Prairie du Chien
,,Sauk–Prairie Airport,General aviation airports,GA,Wisconsin,Prairie du Sac
,,Reedsburg Municipal Airport,General aviation airports,GA,Wisconsin,Reedsburg
RIE,KRPD,Rice Lake Regional Airport (Carl's Field),General aviation airports,GA,Wisconsin,Rice Lake
,,Richland Airport,General aviation airports,GA,Wisconsin,Richland Center
,KEZS,Shawano Municipal Airport,General aviation airports,GA,Wisconsin,Shawano
SBM,KSBM,Sheboygan County Memorial International Airport,General aviation airports,GA,Wisconsin,Sheboygan
,KSSQ,Shell Lake Municipal Airport,General aviation airports,GA,Wisconsin,Shell Lake
,KRZN,Burnett County Airport,General aviation airports,GA,Wisconsin,Siren
,KOLG,Solon Springs Municipal Airport,General aviation airports,GA,Wisconsin,Solon Springs
CMY,KCMY,Sparta/Fort McCoy Airport,General aviation airports,GA,Wisconsin,Sparta
STE,KSTE,Stevens Point Municipal Airport,General aviation airports,GA,Wisconsin,Stevens Point
SUE,KSUE,Door County Cherryland Airport,General aviation airports,GA,Wisconsin,Sturgeon Bay
